"Generation","Allele","Count","Percentage"
"111","Allele_10",0,0.0
"111","Allele_11",3,8.333333333333332
"111","Allele_12",0,0.0
"111","Allele_13",0,0.0
"111","Allele_14",1,2.7777777777777777
"111","Allele_15",0,0.0
"112","Allele_1",0,0.0
"112","Allele_2",0,0.0
"112","Allele_3",21,60.0
"112","Allele_4",0,0.0
"112","Allele_5",0,0.0
"112","Allele_6",6,17.142857142857142
"112","Allele_7",0,0.0
"112","Allele_8",0,0.0
"112","Allele_9",0,0.0
"112","Allele_10",0,0.0
"112","Allele_11",7,20.0
"112","Allele_12",0,0.0
"112","Allele_13",1,2.857142857142857
"112","Allele_14",0,0.0
"112","Allele_15",0,0.0
"113","Allele_1",0,0.0
"113","Allele_2",0,0.0
"113","Allele_3",11,61.11111111111111
"113","Allele_4",0,0.0
"113","Allele_5",0,0.0
"113","Allele_6",2,11.11111111111111
"113","Allele_7",0,0.0
"113","Allele_8",0,0.0
"113","Allele_9",0,0.0
"113","Allele_10",2,11.11111111111111
"113","Allele_11",3,16.666666666666664
"113","Allele_12",0,0.0
"113","Allele_13",0,0.0
"113","Allele_14",0,0.0
"113","Allele_15",0,0.0
"114","Allele_1",0,0.0
"114","Allele_2",1,7.142857142857142
"114","Allele_3",10,71.42857142857142
"114","Allele_4",0,0.0
"114","Allele_5",0,0.0
"114","Allele_6",3,21.428571428571427
"114","Allele_7",0,0.0
"114","Allele_8",0,0.0
"114","Allele_9",0,0.0
"114","Allele_10",0,0.0
"114","Allele_11",0,0.0
"114","Allele_12",0,0.0
"114","Allele_13",0,0.0
"114","Allele_14",0,0.0
"114","Allele_15",0,0.0
"115","Allele_1",0,0.0
"115","Allele_2",0,0.0
"115","Allele_3",7,50.0
"115","Allele_4",0,0.0
"115","Allele_5",0,0.0
"115","Allele_6",4,28.57142857142857
"115","Allele_7",0,0.0
"115","Allele_8",1,7.142857142857142
"115","Allele_9",0,0.0
"115","Allele_10",1,7.142857142857142
"115","Allele_11",0,0.0
"115","Allele_12",0,0.0
"115","Allele_13",0,0.0
"115","Allele_14",1,7.142857142857142
"115","Allele_15",0,0.0
"116","Allele_1",0,0.0
"116","Allele_2",0,0.0
"116","Allele_3",14,58.33333333333333
"116","Allele_4",0,0.0
"116","Allele_5",0,0.0
"116","Allele_6",5,20.833333333333332
"116","Allele_7",0,0.0
"116","Allele_8",0,0.0
"116","Allele_9",0,0.0
"116","Allele_10",2,8.333333333333332
"116","Allele_11",2,8.333333333333332
"116","Allele_12",0,0.0
"116","Allele_13",1,4.166666666666666
"116","Allele_14",0,0.0
"116","Allele_15",0,0.0
"117","Allele_1",0,0.0
"117","Allele_2",2,11.76470588235294
"117","Allele_3",12,70.58823529411764
"117","Allele_4",0,0.0
"117","Allele_5",0,0.0
"117","Allele_6",1,5.88235294117647
"117","Allele_7",1,5.88235294117647
"117","Allele_8",0,0.0
"117","Allele_9",0,0.0
"117","Allele_10",0,0.0
"117","Allele_11",1,5.88235294117647
"117","Allele_12",0,0.0
"117","Allele_13",0,0.0
"117","Allele_14",0,0.0
"117","Allele_15",0,0.0
"118","Allele_1",0,0.0
"118","Allele_2",0,0.0
"118","Allele_3",10,66.66666666666666
"118","Allele_4",0,0.0
"118","Allele_5",0,0.0
"118","Allele_6",3,20.0
"118","Allele_7",0,0.0
"118","Allele_8",1,6.666666666666667
"118","Allele_9",0,0.0
"118","Allele_10",0,0.0
"118","Allele_11",1,6.666666666666667
"118","Allele_12",0,0.0
"118","Allele_13",0,0.0
"118","Allele_14",0,0.0
"118","Allele_15",0,0.0
"119","Allele_1",1,3.7037037037037033
"119","Allele_2",0,0.0
"119","Allele_3",10,37.03703703703704
"119","Allele_4",0,0.0
"119","Allele_5",0,0.0
"119","Allele_6",7,25.925925925925924
"119","Allele_7",2,7.4074074074074066
"119","Allele_8",0,0.0
"119","Allele_9",0,0.0
"119","Allele_10",0,0.0
"119","Allele_11",4,14.814814814814813
"119","Allele_12",0,0.0
"119","Allele_13",2,7.4074074074074066
"119","Allele_14",1,3.7037037037037033
"119","Allele_15",0,0.0
"120","Allele_1",0,0.0
"120","Allele_2",0,0.0
"120","Allele_3",19,57.57575757575758
"120","Allele_4",0,0.0
"120","Allele_5",0,0.0
"120","Allele_6",6,18.181818181818183
"120","Allele_7",0,0.0
"120","Allele_8",2,6.0606060606060606
"120","Allele_9",0,0.0
"120","Allele_10",2,6.0606060606060606
"120","Allele_11",4,12.121212121212121
"120","Allele_12",0,0.0
"120","Allele_13",0,0.0
"120","Allele_14",0,0.0
"120","Allele_15",0,0.0
"121","Allele_1",0,0.0
"121","Allele_2",0,0.0
"121","Allele_3",21,50.0
"121","Allele_4",0,0.0
"121","Allele_5",0,0.0
"121","Allele_6",15,35.71428571428571
"121","Allele_7",1,2.380952380952381
"121","Allele_8",0,0.0
"121","Allele_9",0,0.0
"121","Allele_10",1,2.380952380952381
"121","Allele_11",4,9.523809523809524
"121","Allele_12",0,0.0
"121","Allele_13",0,0.0
"121","Allele_14",0,0.0
"121","Allele_15",0,0.0
"122","Allele_1",2,4.878048780487805
"122","Allele_2",1,2.4390243902439024
"122","Allele_3",13,31.70731707317073
"122","Allele_4",1,2.4390243902439024
"122","Allele_5",0,0.0
"122","Allele_6",14,34.146341463414636
"122","Allele_7",4,9.75609756097561
"122","Allele_8",0,0.0
"122","Allele_9",0,0.0
"122","Allele_10",2,4.878048780487805
"122","Allele_11",4,9.75609756097561
"122","Allele_12",0,0.0
"122","Allele_13",0,0.0
"122","Allele_14",0,0.0
"122","Allele_15",0,0.0
"123","Allele_1",0,0.0
"123","Allele_2",1,2.0408163265306123
"123","Allele_3",29,59.183673469387756
"123","Allele_4",0,0.0
"123","Allele_5",0,0.0
"123","Allele_6",10,20.40816326530612
"123","Allele_7",1,2.0408163265306123
"123","Allele_8",0,0.0
"123","Allele_9",0,0.0
"123","Allele_10",0,0.0
"123","Allele_11",5,10.20408163265306
"123","Allele_12",0,0.0
"123","Allele_13",3,6.122448979591836
"123","Allele_14",0,0.0
"123","Allele_15",0,0.0
"124","Allele_1",0,0.0
"124","Allele_2",0,0.0
"124","Allele_3",19,45.238095238095234
"124","Allele_4",0,0.0
"124","Allele_5",0,0.0
"124","Allele_6",12,28.57142857142857
"124","Allele_7",3,7.142857142857142
"124","Allele_8",1,2.380952380952381
"124","Allele_9",0,0.0
"124","Allele_10",0,0.0
"124","Allele_11",4,9.523809523809524
"124","Allele_12",0,0.0
"124","Allele_13",2,4.761904761904762
"124","Allele_14",1,2.380952380952381
"124","Allele_15",0,0.0
"125","Allele_1",0,0.0
"125","Allele_2",0,0.0
"125","Allele_3",21,47.72727272727273
"125","Allele_4",0,0.0
"125","Allele_5",0,0.0
"125","Allele_6",9,20.454545454545457
"125","Allele_7",2,4.545454545454546
"125","Allele_8",3,6.8181818181818175
"125","Allele_9",0,0.0
"125","Allele_10",1,2.272727272727273
"125","Allele_11",6,13.636363636363635
"125","Allele_12",0,0.0
"125","Allele_13",1,2.272727272727273
"125","Allele_14",1,2.272727272727273
"125","Allele_15",0,0.0
"126","Allele_1",0,0.0
"126","Allele_2",0,0.0
"126","Allele_3",29,65.9090909090909
"126","Allele_4",0,0.0
"126","Allele_5",0,0.0
"126","Allele_6",2,4.545454545454546
"126","Allele_7",3,6.8181818181818175
"126","Allele_8",0,0.0
"126","Allele_9",0,0.0
"126","Allele_10",3,6.8181818181818175
"126","Allele_11",5,11.363636363636365
"126","Allele_12",0,0.0
"126","Allele_13",2,4.545454545454546
"126","Allele_14",0,0.0
"126","Allele_15",0,0.0
"127","Allele_1",0,0.0
"127","Allele_2",2,5.714285714285714
"127","Allele_3",13,37.142857142857146
"127","Allele_4",0,0.0
"127","Allele_5",0,0.0
"127","Allele_6",10,28.57142857142857
"127","Allele_7",4,11.428571428571429
"127","Allele_8",0,0.0
"127","Allele_9",0,0.0
"127","Allele_10",1,2.857142857142857
"127","Allele_11",3,8.571428571428571
"127","Allele_12",0,0.0
"127","Allele_13",2,5.714285714285714
"127","Allele_14",0,0.0
"127","Allele_15",0,0.0
"128","Allele_1",0,0.0
"128","Allele_2",0,0.0
"128","Allele_3",8,53.333333333333336
"128","Allele_4",0,0.0
"128","Allele_5",0,0.0
"128","Allele_6",7,46.666666666666664
"128","Allele_7",0,0.0
"128","Allele_8",0,0.0
"128","Allele_9",0,0.0
"128","Allele_10",0,0.0
"128","Allele_11",0,0.0
"128","Allele_12",0,0.0
"128","Allele_13",0,0.0
"128","Allele_14",0,0.0
"128","Allele_15",0,0.0
"129","Allele_1",0,0.0
"129","Allele_2",0,0.0
"129","Allele_3",15,42.857142857142854
"129","Allele_4",0,0.0
"129","Allele_5",0,0.0
"129","Allele_6",12,34.285714285714285
"129","Allele_7",1,2.857142857142857
"129","Allele_8",0,0.0
"129","Allele_9",0,0.0
"129","Allele_10",2,5.714285714285714
"129","Allele_11",4,11.428571428571429
"129","Allele_12",0,0.0
"129","Allele_13",0,0.0
"129","Allele_14",1,2.857142857142857
"129","Allele_15",0,0.0
"130","Allele_1",1,3.3333333333333335
"130","Allele_2",0,0.0
"130","Allele_3",12,40.0
"130","Allele_4",0,0.0
"130","Allele_5",0,0.0
"130","Allele_6",12,40.0
"130","Allele_7",0,0.0
"130","Allele_8",0,0.0
"130","Allele_9",0,0.0
"130","Allele_10",1,3.3333333333333335
"130","Allele_11",3,10.0
"130","Allele_12",1,3.3333333333333335
"130","Allele_13",0,0.0
"130","Allele_14",0,0.0
"130","Allele_15",0,0.0
"131","Allele_1",0,0.0
"131","Allele_2",0,0.0
"131","Allele_3",26,52.0
"131","Allele_4",0,0.0
"131","Allele_5",0,0.0
"131","Allele_6",8,16.0
"131","Allele_7",4,8.0
"131","Allele_8",2,4.0
"131","Allele_9",0,0.0
"131","Allele_10",2,4.0
"131","Allele_11",5,10.0
"131","Allele_12",0,0.0
"131","Allele_13",2,4.0
"131","Allele_14",1,2.0
"131","Allele_15",0,0.0
"132","Allele_1",0,0.0
"132","Allele_2",0,0.0
"132","Allele_3",31,56.36363636363636
"132","Allele_4",1,1.8181818181818181
"132","Allele_5",0,0.0
"132","Allele_6",7,12.727272727272727
"132","Allele_7",4,7.2727272727272725
"132","Allele_8",2,3.6363636363636362
"132","Allele_9",0,0.0
"132","Allele_10",1,1.8181818181818181
"132","Allele_11",8,14.545454545454545
"132","Allele_12",0,0.0
"132","Allele_13",1,1.8181818181818181
"132","Allele_14",0,0.0
"132","Allele_15",0,0.0
"133","Allele_1",2,3.225806451612903
"133","Allele_2",1,1.6129032258064515
"133","Allele_3",35,56.4516129032258
"133","Allele_4",1,1.6129032258064515
"133","Allele_5",0,0.0
"133","Allele_6",12,19.35483870967742
"133","Allele_7",3,4.838709677419355
"133","Allele_8",0,0.0
"133","Allele_9",0,0.0
"133","Allele_10",1,1.6129032258064515
"133","Allele_11",6,9.67741935483871
"133","Allele_12",0,0.0
"133","Allele_13",1,1.6129032258064515
"133","Allele_14",0,0.0
"133","Allele_15",0,0.0
"134","Allele_1",0,0.0
"134","Allele_2",2,2.941176470588235
"134","Allele_3",38,55.88235294117647
"134","Allele_4",1,1.4705882352941175
"134","Allele_5",0,0.0
"134","Allele_6",7,10.294117647058822
"134","Allele_7",4,5.88235294117647
"134","Allele_8",3,4.411764705882352
"134","Allele_9",0,0.0
"134","Allele_10",0,0.0
"134","Allele_11",13,19.11764705882353
"134","Allele_12",0,0.0
"134","Allele_13",0,0.0
"134","Allele_14",0,0.0
"134","Allele_15",0,0.0
"135","Allele_1",0,0.0
"135","Allele_2",0,0.0
"135","Allele_3",33,58.92857142857143
"135","Allele_4",0,0.0
"135","Allele_5",0,0.0
"135","Allele_6",4,7.142857142857142
"135","Allele_7",4,7.142857142857142
"135","Allele_8",5,8.928571428571427
"135","Allele_9",0,0.0
"135","Allele_10",1,1.7857142857142856
"135","Allele_11",9,16.07142857142857
"135","Allele_12",0,0.0
"135","Allele_13",0,0.0
"135","Allele_14",0,0.0
"135","Allele_15",0,0.0
"136","Allele_1",0,0.0
"136","Allele_2",2,3.076923076923077
"136","Allele_3",46,70.76923076923077
"136","Allele_4",1,1.5384615384615385
"136","Allele_5",0,0.0
"136","Allele_6",6,9.230769230769232
"136","Allele_7",3,4.615384615384616
"136","Allele_8",1,1.5384615384615385
"136","Allele_9",0,0.0
"136","Allele_10",0,0.0
"136","Allele_11",6,9.230769230769232
"136","Allele_12",0,0.0
"136","Allele_13",0,0.0
"136","Allele_14",0,0.0
"136","Allele_15",0,0.0
"137","Allele_1",0,0.0
"137","Allele_2",0,0.0
"137","Allele_3",29,52.72727272727272
"137","Allele_4",0,0.0
"137","Allele_5",0,0.0
"137","Allele_6",7,12.727272727272727
"137","Allele_7",8,14.545454545454545
"137","Allele_8",5,9.090909090909092
"137","Allele_9",0,0.0
"137","Allele_10",0,0.0
"137","Allele_11",6,10.909090909090908
"137","Allele_12",0,0.0
"137","Allele_13",0,0.0
"137","Allele_14",0,0.0
"137","Allele_15",0,0.0
"138","Allele_1",0,0.0
"138","Allele_2",2,2.898550724637681
"138","Allele_3",46,66.66666666666666
"138","Allele_4",0,0.0
"138","Allele_5",0,0.0
"138","Allele_6",4,5.797101449275362
"138","Allele_7",2,2.898550724637681
"138","Allele_8",2,2.898550724637681
"138","Allele_9",0,0.0
"138","Allele_10",0,0.0
"138","Allele_11",12,17.391304347826086
"138","Allele_12",0,0.0
"138","Allele_13",0,0.0
"138","Allele_14",1,1.4492753623188406
"138","Allele_15",0,0.0
"139","Allele_1",2,3.278688524590164
"139","Allele_2",3,4.918032786885246
"139","Allele_3",30,49.180327868852466
"139","Allele_4",0,0.0
"139","Allele_5",0,0.0
"139","Allele_6",4,6.557377049180328
"139","Allele_7",5,8.196721311475411
"139","Allele_8",4,6.557377049180328
"139","Allele_9",0,0.0
"139","Allele_10",2,3.278688524590164
"139","Allele_11",11,18.0327868852459
"139","Allele_12",0,0.0
"139","Allele_13",0,0.0
"139","Allele_14",0,0.0
"139","Allele_15",0,0.0
"140","Allele_1",1,2.564102564102564
"140","Allele_2",3,7.6923076923076925
"140","Allele_3",26,66.66666666666666
"140","Allele_4",1,2.564102564102564
"140","Allele_5",0,0.0
"140","Allele_6",1,2.564102564102564
"140","Allele_7",2,5.128205128205128
"140","Allele_8",0,0.0
"140","Allele_9",0,0.0
"140","Allele_10",0,0.0
"140","Allele_11",5,12.82051282051282
"140","Allele_12",0,0.0
"140","Allele_13",0,0.0
"140","Allele_14",0,0.0
"140","Allele_15",0,0.0
"141","Allele_1",0,0.0
"141","Allele_2",1,3.125
"141","Allele_3",17,53.125
"141","Allele_4",0,0.0
"141","Allele_5",0,0.0
"141","Allele_6",4,12.5
"141","Allele_7",5,15.625
"141","Allele_8",1,3.125
"141","Allele_9",0,0.0
"141","Allele_10",0,0.0
"141","Allele_11",4,12.5
"141","Allele_12",0,0.0
"141","Allele_13",0,0.0
"141","Allele_14",0,0.0
"141","Allele_15",0,0.0
"142","Allele_1",0,0.0
"142","Allele_2",1,3.7037037037037033
"142","Allele_3",21,77.77777777777777
"142","Allele_4",0,0.0
"142","Allele_5",0,0.0
"142","Allele_6",0,0.0
"142","Allele_7",1,3.7037037037037033
"142","Allele_8",1,3.7037037037037033
"142","Allele_9",0,0.0
"142","Allele_10",0,0.0
"142","Allele_11",3,11.11111111111111
"142","Allele_12",0,0.0
"142","Allele_13",0,0.0
"142","Allele_14",0,0.0
"142","Allele_15",0,0.0
"143","Allele_1",0,0.0
"143","Allele_2",1,4.0
"143","Allele_3",14,56.00000000000001
"143","Allele_4",0,0.0
"143","Allele_5",0,0.0
"143","Allele_6",3,12.0
"143","Allele_7",1,4.0
"143","Allele_8",2,8.0
"143","Allele_9",0,0.0
"143","Allele_10",2,8.0
"143","Allele_11",1,4.0
"143","Allele_12",0,0.0
"143","Allele_13",0,0.0
"143","Allele_14",1,4.0
"143","Allele_15",0,0.0
"144","Allele_1",0,0.0
"144","Allele_2",1,4.3478260869565215
"144","Allele_3",17,73.91304347826086
"144","Allele_4",0,0.0
"144","Allele_5",0,0.0
"144","Allele_6",3,13.043478260869565
"144","Allele_7",1,4.3478260869565215
"144","Allele_8",0,0.0
"144","Allele_9",0,0.0
"144","Allele_10",0,0.0
"144","Allele_11",1,4.3478260869565215
"144","Allele_12",0,0.0
"144","Allele_13",0,0.0
"144","Allele_14",0,0.0
"144","Allele_15",0,0.0
"145","Allele_1",0,0.0
"145","Allele_2",3,12.0
"145","Allele_3",13,52.0
"145","Allele_4",0,0.0
"145","Allele_5",0,0.0
"145","Allele_6",2,8.0
"145","Allele_7",0,0.0
"145","Allele_8",3,12.0
"145","Allele_9",0,0.0
"145","Allele_10",1,4.0
"145","Allele_11",3,12.0
"145","Allele_12",0,0.0
"145","Allele_13",0,0.0
"145","Allele_14",0,0.0
"145","Allele_15",0,0.0
"146","Allele_1",0,0.0
"146","Allele_2",1,4.0
"146","Allele_3",18,72.0
"146","Allele_4",0,0.0
"146","Allele_5",0,0.0
"146","Allele_6",1,4.0
"146","Allele_7",0,0.0
"146","Allele_8",0,0.0
"146","Allele_9",0,0.0
"146","Allele_10",0,0.0
"146","Allele_11",5,20.0
"146","Allele_12",0,0.0
"146","Allele_13",0,0.0
"146","Allele_14",0,0.0
"146","Allele_15",0,0.0
"147","Allele_1",0,0.0
"147","Allele_2",0,0.0
"147","Allele_3",12,63.1578947368421
"147","Allele_4",0,0.0
"147","Allele_5",0,0.0
"147","Allele_6",2,10.526315789473683
"147","Allele_7",1,5.263157894736842
"147","Allele_8",2,10.526315789473683
"147","Allele_9",0,0.0
"147","Allele_10",0,0.0
"147","Allele_11",2,10.526315789473683
"147","Allele_12",0,0.0
"147","Allele_13",0,0.0
"147","Allele_14",0,0.0
"147","Allele_15",0,0.0
"148","Allele_1",1,3.8461538461538463
"148","Allele_2",0,0.0
"148","Allele_3",18,69.23076923076923
"148","Allele_4",0,0.0
"148","Allele_5",0,0.0
"148","Allele_6",0,0.0
"148","Allele_7",0,0.0
"148","Allele_8",3,11.538461538461538
"148","Allele_9",0,0.0
"148","Allele_10",0,0.0
"148","Allele_11",4,15.384615384615385
"148","Allele_12",0,0.0
"148","Allele_13",0,0.0
"148","Allele_14",0,0.0
"148","Allele_15",0,0.0
"149","Allele_1",1,2.857142857142857
"149","Allele_2",0,0.0
"149","Allele_3",23,65.71428571428571
"149","Allele_4",0,0.0
"149","Allele_5",0,0.0
"149","Allele_6",1,2.857142857142857
"149","Allele_7",2,5.714285714285714
"149","Allele_8",4,11.428571428571429
"149","Allele_9",0,0.0
"149","Allele_10",0,0.0
"149","Allele_11",3,8.571428571428571
"149","Allele_12",0,0.0
"149","Allele_13",1,2.857142857142857
"149","Allele_14",0,0.0
"149","Allele_15",0,0.0
"150","Allele_1",0,0.0
"150","Allele_2",1,2.1739130434782608
"150","Allele_3",34,73.91304347826086
"150","Allele_4",1,2.1739130434782608
"150","Allele_5",0,0.0
"150","Allele_6",4,8.695652173913043
"150","Allele_7",2,4.3478260869565215
"150","Allele_8",2,4.3478260869565215
"150","Allele_9",0,0.0
"150","Allele_10",1,2.1739130434782608
"150","Allele_11",1,2.1739130434782608
"150","Allele_12",0,0.0
"150","Allele_13",0,0.0
"150","Allele_14",0,0.0
"150","Allele_15",0,0.0
"151","Allele_1",0,0.0
"151","Allele_2",2,5.0
"151","Allele_3",24,60.00000000000001
"151","Allele_4",0,0.0
"151","Allele_5",0,0.0
"151","Allele_6",4,10.0
"151","Allele_7",3,7.500000000000001
"151","Allele_8",1,2.5
"151","Allele_9",0,0.0
"151","Allele_10",0,0.0
"151","Allele_11",6,15.000000000000002
"151","Allele_12",0,0.0
"151","Allele_13",0,0.0
"151","Allele_14",0,0.0
"151","Allele_15",0,0.0
"152","Allele_1",0,0.0
"152","Allele_2",2,5.263157894736842
"152","Allele_3",24,63.1578947368421
"152","Allele_4",0,0.0
"152","Allele_5",0,0.0
"152","Allele_6",2,5.263157894736842
"152","Allele_7",2,5.263157894736842
"152","Allele_8",3,7.894736842105263
"152","Allele_9",0,0.0
"152","Allele_10",0,0.0
"152","Allele_11",5,13.157894736842104
"152","Allele_12",0,0.0
"152","Allele_13",0,0.0
"152","Allele_14",0,0.0
"152","Allele_15",0,0.0
"153","Allele_1",0,0.0
"153","Allele_2",2,8.695652173913043
"153","Allele_3",12,52.17391304347826
"153","Allele_4",0,0.0
"153","Allele_5",0,0.0
"153","Allele_6",0,0.0
"153","Allele_7",0,0.0
"153","Allele_8",2,8.695652173913043
"153","Allele_9",0,0.0
"153","Allele_10",1,4.3478260869565215
"153","Allele_11",5,21.73913043478261
"153","Allele_12",0,0.0
"153","Allele_13",1,4.3478260869565215
"153","Allele_14",0,0.0
"153","Allele_15",0,0.0
"154","Allele_1",0,0.0
"154","Allele_2",1,3.7037037037037033
"154","Allele_3",16,59.25925925925925
"154","Allele_4",0,0.0
"154","Allele_5",0,0.0
"154","Allele_6",3,11.11111111111111
"154","Allele_7",1,3.7037037037037033
"154","Allele_8",2,7.4074074074074066
"154","Allele_9",0,0.0
"154","Allele_10",0,0.0
"154","Allele_11",4,14.814814814814813
"154","Allele_12",0,0.0
"154","Allele_13",0,0.0
"154","Allele_14",0,0.0
"154","Allele_15",0,0.0
"155","Allele_1",0,0.0
"155","Allele_2",0,0.0
"155","Allele_3",14,73.68421052631578
"155","Allele_4",0,0.0
"155","Allele_5",0,0.0
"155","Allele_6",1,5.263157894736842
"155","Allele_7",2,10.526315789473683
"155","Allele_8",0,0.0
"155","Allele_9",0,0.0
"155","Allele_10",0,0.0
"155","Allele_11",2,10.526315789473683
"155","Allele_12",0,0.0
"155","Allele_13",0,0.0
"155","Allele_14",0,0.0
"155","Allele_15",0,0.0
"156","Allele_1",0,0.0
"156","Allele_2",0,0.0
"156","Allele_3",9,60.0
"156","Allele_4",0,0.0
"156","Allele_5",0,0.0
"156","Allele_6",2,13.333333333333334
"156","Allele_7",1,6.666666666666667
"156","Allele_8",2,13.333333333333334
"156","Allele_9",0,0.0
"156","Allele_10",0,0.0
"156","Allele_11",0,0.0
"156","Allele_12",0,0.0
"156","Allele_13",1,6.666666666666667
"156","Allele_14",0,0.0
"156","Allele_15",0,0.0
"157","Allele_1",0,0.0
"157","Allele_2",0,0.0
"157","Allele_3",9,40.909090909090914
"157","Allele_4",0,0.0
"157","Allele_5",0,0.0
"157","Allele_6",4,18.181818181818183
"157","Allele_7",6,27.27272727272727
"157","Allele_8",0,0.0
"157","Allele_9",0,0.0
"157","Allele_10",0,0.0
"157","Allele_11",3,13.636363636363635
"157","Allele_12",0,0.0
"157","Allele_13",0,0.0
"157","Allele_14",0,0.0
"157","Allele_15",0,0.0
"158","Allele_1",0,0.0
"158","Allele_2",0,0.0
"158","Allele_3",27,67.5
"158","Allele_4",0,0.0
"158","Allele_5",0,0.0
"158","Allele_6",2,5.0
"158","Allele_7",3,7.500000000000001
"158","Allele_8",4,10.0
"158","Allele_9",0,0.0
"158","Allele_10",0,0.0
"158","Allele_11",4,10.0
"158","Allele_12",0,0.0
"158","Allele_13",0,0.0
"158","Allele_14",0,0.0
"158","Allele_15",0,0.0
"159","Allele_1",2,4.081632653061225
"159","Allele_2",0,0.0
"159","Allele_3",30,61.22448979591836
"159","Allele_4",0,0.0
"159","Allele_5",0,0.0
"159","Allele_6",7,14.285714285714285
"159","Allele_7",2,4.081632653061225
"159","Allele_8",1,2.0408163265306123
"159","Allele_9",0,0.0
"159","Allele_10",1,2.0408163265306123
"159","Allele_11",4,8.16326530612245
"159","Allele_12",0,0.0
"159","Allele_13",2,4.081632653061225
"159","Allele_14",0,0.0
"159","Allele_15",0,0.0
"160","Allele_1",1,1.7241379310344827
"160","Allele_2",1,1.7241379310344827
"160","Allele_3",36,62.06896551724138
"160","Allele_4",0,0.0
"160","Allele_5",0,0.0
"160","Allele_6",9,15.517241379310345
"160","Allele_7",3,5.172413793103448
"160","Allele_8",1,1.7241379310344827
"160","Allele_9",0,0.0
"160","Allele_10",0,0.0
"160","Allele_11",5,8.620689655172415
"160","Allele_12",0,0.0
"160","Allele_13",2,3.4482758620689653
"160","Allele_14",0,0.0
"160","Allele_15",0,0.0
"161","Allele_1",1,1.639344262295082
"161","Allele_2",3,4.918032786885246
"161","Allele_3",40,65.57377049180329
"161","Allele_4",0,0.0
"161","Allele_5",0,0.0
"161","Allele_6",4,6.557377049180328
"161","Allele_7",2,3.278688524590164
"161","Allele_8",2,3.278688524590164
"161","Allele_9",0,0.0
"161","Allele_10",1,1.639344262295082
"161","Allele_11",8,13.114754098360656
"161","Allele_12",0,0.0
"161","Allele_13",0,0.0
"161","Allele_14",0,0.0
"161","Allele_15",0,0.0
"162","Allele_1",1,1.6666666666666667
"162","Allele_2",1,1.6666666666666667
"162","Allele_3",42,70.0
"162","Allele_4",0,0.0
"162","Allele_5",0,0.0
"162","Allele_6",7,11.666666666666666
"162","Allele_7",4,6.666666666666667
"162","Allele_8",1,1.6666666666666667
"162","Allele_9",0,0.0
"162","Allele_10",0,0.0
"162","Allele_11",2,3.3333333333333335
"162","Allele_12",0,0.0
"162","Allele_13",2,3.3333333333333335
"162","Allele_14",0,0.0
"162","Allele_15",0,0.0
"163","Allele_1",4,6.451612903225806
"163","Allele_2",0,0.0
"163","Allele_3",42,67.74193548387096
"163","Allele_4",0,0.0
"163","Allele_5",0,0.0
"163","Allele_6",8,12.903225806451612
"163","Allele_7",2,3.225806451612903
"163","Allele_8",2,3.225806451612903
"163","Allele_9",0,0.0
"163","Allele_10",0,0.0
"163","Allele_11",4,6.451612903225806
"163","Allele_12",0,0.0
"163","Allele_13",0,0.0
"163","Allele_14",0,0.0
"163","Allele_15",0,0.0
"164","Allele_1",3,4.545454545454546
"164","Allele_2",1,1.5151515151515151
"164","Allele_3",49,74.24242424242425
"164","Allele_4",0,0.0
"164","Allele_5",0,0.0
"164","Allele_6",6,9.090909090909092
"164","Allele_7",2,3.0303030303030303
"164","Allele_8",0,0.0
"164","Allele_9",0,0.0
"164","Allele_10",0,0.0
"164","Allele_11",4,6.0606060606060606
"164","Allele_12",0,0.0
"164","Allele_13",1,1.5151515151515151
"164","Allele_14",0,0.0
"164","Allele_15",0,0.0
"165","Allele_1",1,1.6666666666666667
"165","Allele_2",0,0.0
"165","Allele_3",36,60.0
"165","Allele_4",0,0.0
"165","Allele_5",0,0.0
"165","Allele_6",15,25.0
"165","Allele_7",2,3.3333333333333335
"165","Allele_8",3,5.0
"165","Allele_9",0,0.0
"165","Allele_10",1,1.6666666666666667
"165","Allele_11",2,3.3333333333333335
"165","Allele_12",0,0.0
"165","Allele_13",0,0.0
"165","Allele_14",0,0.0
"165","Allele_15",0,0.0
"166","Allele_1",2,3.9215686274509802
"166","Allele_2",2,3.9215686274509802
"166","Allele_3",35,68.62745098039215
"166","Allele_4",0,0.0
"166","Allele_5",0,0.0
"166","Allele_6",5,9.803921568627452
"166","Allele_7",3,5.88235294117647
"166","Allele_8",0,0.0
"166","Allele_9",0,0.0
"166","Allele_10",1,1.9607843137254901
"166","Allele_11",2,3.9215686274509802
"166","Allele_12",0,0.0
"166","Allele_13",1,1.9607843137254901
"166","Allele_14",0,0.0
"166","Allele_15",0,0.0
"167","Allele_1",1,2.5
"167","Allele_2",0,0.0
"167","Allele_3",23,57.50000000000001
"167","Allele_4",0,0.0
"167","Allele_5",0,0.0
"167","Allele_6",9,22.5
"167","Allele_7",2,5.0
"167","Allele_8",1,2.5
"167","Allele_9",0,0.0
"167","Allele_10",0,0.0
"167","Allele_11",3,7.500000000000001
"167","Allele_12",0,0.0
"167","Allele_13",1,2.5
"167","Allele_14",0,0.0
"167","Allele_15",0,0.0
"168","Allele_1",1,2.857142857142857
"168","Allele_2",1,2.857142857142857
"168","Allele_3",18,51.42857142857142
